Date;VTP index [Eurocent/kWh];VTP index incl. (+2%) [Eurocent/kWh];VTP index incl. (-2%) [Eurocent/kWh];Balancing energy price min. (incl. shipping costs) [Eurocent/kWh];Balancing energy price max. (incl. shipping costs) [Eurocent/kWh];Portion�of shipping costs purchasing [Eurocent/kWh];Portion�of shipping costs selling [Eurocent/kWh];Price for neg. compensation energy [Eurocent/kWh];Price for pos. compensation energy [Eurocent/kWh];Price for neg. compensation energy [Euro/MWh];Price for pos. compensation energy [Euro/MWh]
01.10.2008;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.11.2008;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.12.2008;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.01.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.02.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.03.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.04.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.05.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.06.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.07.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.08.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.09.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.10.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.11.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.12.2009;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.01.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.02.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.03.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.04.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.05.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.06.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.07.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.08.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.09.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.10.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.11.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.12.2010;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.01.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.02.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.03.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.04.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.05.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.06.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.07.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.08.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.09.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.10.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.11.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.12.2011;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.01.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.02.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.03.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.04.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.05.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.06.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.07.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.08.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.09.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.10.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.11.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.12.2012;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.01.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.02.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.03.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.04.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.05.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.06.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.07.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.08.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.09.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.10.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.11.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.12.2013;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.01.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.02.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.03.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.04.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.05.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.06.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.07.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.08.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.09.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.10.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.11.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.12.2014;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.01.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.02.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.03.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.04.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.05.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.06.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.07.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.08.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
01.09.2015;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
30.09.2015;18.717;19.091;18.343;0.0000;19.600;0.0000;0.0000;18.343;19.600;183.430;196.000
01.10.2015;18.331;18.698;17.964;15.000;;;;15.000;18.698;150.000;186.980
02.10.2015;18.040;18.401;17.679;16.350;;;;16.350;18.401;163.500;184.010
03.10.2015;17.789;18.145;17.433;;;;;17.433;18.145;174.330;181.450
04.10.2015;17.606;17.958;17.254;12.500;;;0.0000;12.500;17.958;125.000;179.580
05.10.2015;17.800;18.156;17.444;;;;;17.444;18.156;174.440;181.560
06.10.2015;18.033;18.394;17.672;;19.750;0.0000;;17.672;19.750;176.720;197.500
07.10.2015;18.031;18.392;17.670;;19.579;0.0829;;17.670;19.579;176.700;195.790
08.10.2015;18.666;19.039;18.293;;21.775;0.0000;;18.293;21.775;182.930;217.750
09.10.2015;18.768;19.143;18.393;;19.900;0.0000;;18.393;19.900;183.930;199.000
10.10.2015;18.593;18.965;18.221;;19.504;0.0829;;18.221;19.504;182.210;195.040
11.10.2015;18.660;19.033;18.287;;19.504;0.0829;;18.287;19.504;182.870;195.040
12.10.2015;18.943;19.322;18.564;;20.554;0.0829;;18.564;20.554;185.640;205.540
13.10.2015;18.819;19.195;18.443;18.325;25.475;0.0000;0.0000;18.325;25.475;183.250;254.750
14.10.2015;18.776;19.152;18.400;;19.254;0.0829;;18.400;19.254;184.000;192.540
15.10.2015;18.642;19.015;18.269;;19.100;;;18.269;19.100;182.690;191.000
16.10.2015;18.616;18.988;18.244;;;;;18.244;18.988;182.440;189.880
17.10.2015;18.180;18.544;17.816;16.175;;;;16.175;18.544;161.750;185.440
18.10.2015;18.155;18.518;17.792;16.575;;;0.0000;16.575;18.518;165.750;185.180
19.10.2015;18.324;18.690;17.958;;20.100;;;17.958;20.100;179.580;201.000
20.10.2015;18.741;19.116;18.366;16.525;;;;16.525;19.116;165.250;191.160
21.10.2015;18.567;18.938;18.196;;;;;18.196;18.938;181.960;189.380
22.10.2015;18.279;18.645;17.913;;;;;17.913;18.645;179.130;186.450
23.10.2015;18.198;18.562;17.834;;;;;17.834;18.562;178.340;185.620
24.10.2015;18.059;18.420;17.698;;;;;17.698;18.420;176.980;184.200
25.10.2015;18.085;18.447;17.723;;19.279;0.0829;;17.723;19.279;177.230;192.790
26.10.2015;18.282;18.648;17.916;;19.329;0.0829;;17.916;19.329;179.160;193.290
27.10.2015;18.153;18.516;17.790;;;;;17.790;18.516;177.900;185.160
28.10.2015;18.269;18.634;17.904;;19.200;0.0000;;17.904;19.200;179.040;192.000
29.10.2015;18.442;18.811;18.073;;24.925;0.0000;;18.073;24.925;180.730;249.250
30.10.2015;18.344;18.711;17.977;;19.154;0.0829;;17.977;19.154;179.770;191.540
31.10.2015;17.815;18.171;17.459;;18.579;0.0829;;17.459;18.579;174.590;185.790
01.11.2015;17.809;18.165;17.453;0.0000;18.529;0.0829;0.0000;17.453;18.529;174.530;185.290
02.11.2015;17.997;18.357;17.637;0.0000;18.975;0.0000;0.0000;17.637;18.975;176.370;189.750
03.11.2015;18.102;18.464;17.740;0.0000;19.250;0.0000;0.0000;17.740;19.250;177.400;192.500
04.11.2015;17.924;18.282;17.566;0.0000;18.654;0.0829;0.0000;17.566;18.654;175.660;186.540
05.11.2015;17.839;18.196;17.482;0.0000;18.504;0.0829;0.0000;17.482;18.504;174.820;185.040
06.11.2015;17.194;17.538;16.850;0.0000;18.204;0.0829;0.0000;16.850;18.204;168.500;182.040
07.11.2015;17.007;17.347;16.667;0.0000;0.0000;0.0000;0.0000;16.667;17.347;166.670;173.470
08.11.2015;17.006;17.346;16.666;0.0000;18.129;0.0829;0.0000;16.666;18.129;166.660;181.290
09.11.2015;17.138;17.481;16.795;0.0000;18.129;0.0829;0.0000;16.795;18.129;167.950;181.290
10.11.2015;16.976;17.316;16.636;0.0000;18.029;0.0829;0.0000;16.636;18.029;166.360;180.290
11.11.2015;17.013;17.353;16.673;0.0000;17.879;0.0829;0.0000;16.673;17.879;166.730;178.790
12.11.2015;16.879;17.217;16.541;0.0000;17.925;0.0000;0.0000;16.541;17.925;165.410;179.250
13.11.2015;16.635;16.968;16.302;0.0000;17.529;0.0829;0.0000;16.302;17.529;163.020;175.290
14.11.2015;16.846;17.183;16.509;0.0000;20.000;0.0000;0.0000;16.509;20.000;165.090;200.000
15.11.2015;16.556;16.887;16.225;0.0000;18.100;0.0000;0.0000;16.225;18.100;162.250;181.000
16.11.2015;16.607;16.939;16.275;0.0000;17.429;0.0829;0.0000;16.275;17.429;162.750;174.290
17.11.2015;16.947;17.286;16.608;0.0000;17.929;0.0829;0.0000;16.608;17.929;166.080;179.290
18.11.2015;17.121;17.463;16.779;0.0000;24.975;0.0000;0.0000;16.779;24.975;167.790;249.750
19.11.2015;17.123;17.465;16.781;0.0000;19.000;0.0000;0.0000;16.781;19.000;167.810;190.000
20.11.2015;17.652;18.005;17.299;0.0000;18.504;0.0829;0.0000;17.299;18.504;172.990;185.040
21.11.2015;17.820;18.176;17.464;0.0000;19.500;0.0000;0.0000;17.464;19.500;174.640;195.000
22.11.2015;17.778;18.134;17.422;0.0000;18.400;0.0000;0.0000;17.422;18.400;174.220;184.000
23.11.2015;17.903;18.261;17.545;0.0000;18.400;0.0000;0.0000;17.545;18.400;175.450;184.000
24.11.2015;17.713;18.067;17.359;0.0000;0.0000;0.0000;0.0000;17.359;18.067;173.590;180.670
25.11.2015;17.847;18.204;17.490;0.0000;0.0000;0.0000;0.0000;17.490;18.204;174.900;182.040
26.11.2015;17.747;18.102;17.392;16.450;18.475;0.0000;0.0000;16.450;18.475;164.500;184.750
27.11.2015;18.042;18.403;17.681;0.0000;18.829;0.0829;0.0000;17.681;18.829;176.810;188.290
28.11.2015;17.752;18.107;17.397;0.0000;19.425;0.0000;0.0000;17.397;19.425;173.970;194.250
29.11.2015;17.770;18.125;17.415;0.0000;18.829;0.0829;0.0000;17.415;18.829;174.150;188.290
30.11.2015;17.997;18.357;17.637;0.0000;22.675;0.0000;0.0000;17.637;22.675;176.370;226.750
01.12.2015;17.996;18.356;17.636;;19.219;0.1069;;17.636;19.219;176.360;192.190
02.12.2015;17.857;18.214;17.500;;19.369;0.1069;;17.500;19.369;175.000;193.690
03.12.2015;17.914;18.272;17.556;;18.875;;;17.556;18.875;175.560;188.750
04.12.2015;17.419;17.767;17.071;;18.469;0.1069;;17.071;18.469;170.710;184.690
05.12.2015;17.387;17.735;17.039;;23.875;0.0000;;17.039;23.875;170.390;238.750
06.12.2015;17.385;17.733;17.037;;19.569;0.1069;;17.037;18.569;170.370;185.690
07.12.2015;17.300;17.646;16.954;;18.375;;;16.954;18.375;169.540;183.750
08.12.2015;17.048;17.389;16.707;;17.700;0.0000;;16.707;17.700;167.070;177.000
09.12.2015;16.922;17.260;16.584;;17.819;0.1069;;16.584;17.819;165.840;178.190
10.12.2015;17.019;17.359;16.679;;18.475;0.0000;;16.679;18.475;166.790;184.750
11.12.2015;16.846;17.183;16.509;;17.569;0.1069;;16.509;17.569;165.090;175.690
12.12.2015;16.560;16.891;16.229;;17.400;;;16.229;17.400;162.290;174.000
13.12.2015;16.492;16.822;16.162;;17.200;;;16.162;17.200;161.620;172.000
14.12.2015;16.689;17.023;16.355;;18.975;0.0000;;16.355;18.975;163.550;189.750
15.12.2015;16.287;16.613;15.961;;16.850;;;15.961;16.850;159.610;168.500
16.12.2015;16.330;16.657;16.003;;;;;16.003;16.657;160.030;166.570
17.12.2015;14.629;14.922;14.336;0.4800;;;0.0000;0.4800;14.922;48.000;149.220
18.12.2015;14.700;14.994;14.406;13.275;17.875;0.0000;;13.275;17.875;132.750;178.750
19.12.2015;14.863;15.160;14.566;;;;;14.566;15.160;145.660;151.600
20.12.2015;14.874;15.171;14.577;;15.600;;;14.577;15.600;145.770;156.000
21.12.2015;14.994;15.294;14.694;;15.950;0.0000;;14.694;15.950;146.940;159.500
22.12.2015;14.913;15.211;14.615;;15.769;0.1069;;14.615;15.769;146.150;157.690
23.12.2015;14.635;14.928;14.342;;15.000;;;14.342;15.000;143.420;150.000
24.12.2015;14.230;14.515;13.945;;15.475;0.0000;;13.945;15.475;139.450;154.750
25.12.2015;13.838;14.115;13.561;;16.400;;;13.561;16.400;135.610;164.000
26.12.2015;13.774;14.049;13.499;;;;;13.499;14.049;134.990;140.490
27.12.2015;13.888;14.166;13.610;;15.425;0.0000;;13.610;15.425;136.100;154.250
28.12.2015;14.013;14.293;13.733;;15.350;0.0000;;13.733;15.350;137.330;153.500
29.12.2015;14.707;15.001;14.413;;15.925;;;14.413;15.925;144.130;159.250
30.12.2015;15.375;15.683;15.068;;16.825;;;15.068;16.825;150.680;168.250
31.12.2015;15.346;15.653;15.039;;16.950;;;15.039;16.950;150.390;169.500
01.01.2016;15.057;15.358;14.756;0.0000;0.0000;0.0000;0.0000;14.756;15.358;147.560;153.580
02.01.2016;15.213;15.517;14.909;;16.000;0.0000;;14.909;16.000;149.090;160.000
03.01.2016;15.493;15.803;15.183;;20.750;0.0000;;15.183;20.750;151.830;207.500
04.01.2016;16.078;16.400;15.756;;18.475;0.0000;;15.756;18.475;157.560;184.750
05.01.2016;15.711;16.025;15.397;;17.675;0.0000;;15.397;17.675;153.970;176.750
06.01.2016;15.413;15.721;15.105;;16.079;0.1129;;15.105;16.079;151.050;160.790
07.01.2016;15.676;15.990;15.362;;16.129;0.1129;;15.362;16.129;153.620;161.290
08.01.2016;15.523;15.833;15.213;14.350;16.654;0.1129;0.0000;14.350;16.654;143.500;166.540
09.01.2016;15.066;15.367;14.765;14.250;;;;14.250;15.367;142.500;153.670
10.01.2016;15.066;15.367;14.765;;;;;14.765;15.367;147.650;153.670
11.01.2016;15.148;15.451;14.845;;;;;14.845;15.451;148.450;154.510
12.01.2016;15.041;15.342;14.740;13.750;15.804;0.1129;0.0000;13.750;15.804;137.500;158.040
13.01.2016;14.434;14.723;14.145;13.650;;;0.0000;13.650;14.723;136.500;147.230
14.01.2016;14.664;14.957;14.371;;15.479;0.1129;;14.371;15.479;143.710;154.790
15.01.2016;14.370;14.657;14.083;;15.329;0.1129;;14.083;15.329;140.830;153.290
16.01.2016;13.919;14.197;13.641;;;;;13.641;14.197;136.410;141.970
17.01.2016;14.059;14.340;13.778;;15.079;0.1129;;13.778;15.079;137.780;150.790
18.01.2016;14.147;14.430;13.864;;14.430;0.1129;;13.864;14.430;138.640;144.300
19.01.2016;13.921;14.199;13.643;;14.579;0.1129;;13.643;14.579;136.430;145.790
20.01.2016;14.128;14.411;13.845;;14.829;0.1129;;13.845;14.829;138.450;148.290
21.01.2016;13.608;13.880;13.336;;14.304;0.1129;;13.336;14.304;133.360;143.040
22.01.2016;13.322;13.588;13.056;;17.975;0.0000;;13.056;17.975;130.560;179.750
23.01.2016;13.721;13.995;13.447;12.650;15.500;;0.0000;12.650;15.500;126.500;155.000
24.01.2016;13.438;13.707;13.169;0.9000;;;0.0000;0.9000;13.707;90.000;137.070
25.01.2016;13.363;13.630;13.096;12.000;;;0.0000;12.000;13.630;120.000;136.300
26.01.2016;12.870;13.127;12.613;12.000;;;;12.000;13.127;120.000;131.270
27.01.2016;13.176;13.440;12.912;12.725;17.950;0.0000;;12.725;17.950;127.250;179.500
28.01.2016;13.400;13.668;13.132;;15.079;0.1129;;13.132;15.079;131.320;150.790
29.01.2016;14.264;14.549;13.979;;18.950;0.0000;;13.979;18.950;139.790;189.500
30.01.2016;13.441;13.710;13.172;;16.575;0.0000;;13.172;16.575;131.720;165.750
31.01.2016;13.974;14.253;13.695;;16.600;0.0000;;13.695;16.600;136.950;166.000
01.02.2016;13.602;13.874;13.330;0.0000;15.500;0.0000;0.0000;13.330;15.500;133.300;155.000
02.02.2016;13.203;13.467;12.939;;14.129;0.1129;;12.939;14.129;129.390;141.290
03.02.2016;13.478;13.748;13.208;;15.850;0.0000;;13.208;15.850;132.080;158.500
04.02.2016;13.608;13.880;13.336;;15.975;0.0000;;13.336;15.975;133.360;159.750
05.02.2016;13.071;13.332;12.810;;14.150;0.0000;;12.810;14.150;128.100;141.500
06.02.2016;12.586;12.838;12.334;;13.425;;;12.334;13.425;123.340;134.250
07.02.2016;12.496;12.746;12.246;;;;;12.246;12.746;122.460;127.460
08.02.2016;12.926;13.185;12.667;;15.000;0.0000;;12.667;15.000;126.670;150.000
09.02.2016;13.092;13.354;12.830;;15.925;0.0000;;12.830;15.925;128.300;159.250
10.02.2016;12.658;12.911;12.405;;13.500;0.0000;;12.405;13.500;124.050;135.000
11.02.2016;12.653;12.906;12.400;;15.450;0.1129;;12.400;15.450;124.000;154.500
12.02.2016;12.437;12.686;12.188;;;;;12.188;12.686;121.880;126.860
13.02.2016;12.661;12.914;12.408;;13.500;;;12.408;13.500;124.080;135.000
14.02.2016;12.607;12.859;12.355;;14.600;;;12.355;14.600;123.550;146.000
15.02.2016;12.821;13.077;12.565;;16.000;;;12.565;16.000;125.650;160.000
16.02.2016;12.864;13.121;12.607;;14.104;0.1129;;12.607;14.104;126.070;141.040
17.02.2016;12.887;13.145;12.629;;;;;12.629;13.145;126.290;131.450
18.02.2016;12.677;12.931;12.423;12.000;;;0.0000;12.000;12.931;120.000;129.310
19.02.2016;12.704;12.958;12.450;12.100;;;;12.100;12.958;121.000;129.580
20.02.2016;12.499;12.749;12.249;;;;;12.249;12.749;122.490;127.490
21.02.2016;12.374;12.621;12.127;;13.304;0.1129;;12.127;13.304;121.270;133.040
22.02.2016;12.437;12.686;12.188;;13.479;0.1129;;12.188;13.479;121.880;134.790
23.02.2016;12.828;13.085;12.571;;14.200;0.0000;;12.571;14.200;125.710;142.000
24.02.2016;12.952;13.211;12.693;;14.475;0.0000;;12.693;14.475;126.930;144.750
25.02.2016;12.440;12.689;12.191;;13.504;0.1129;;12.191;13.504;121.910;135.040
26.02.2016;12.620;12.872;12.368;;13.504;0.1129;;12.368;13.504;123.680;135.040
27.02.2016;12.658;12.911;12.405;;13.604;0.1129;;12.405;13.604;124.050;136.040
28.02.2016;12.526;12.777;12.275;12.000;;;0.0000;12.000;12.777;120.000;127.770
29.02.2016;12.863;13.120;12.606;;14.800;0.1129;;12.606;14.800;126.060;148.000
01.03.2016;12.861;13.118;12.604;;15.800;;;12.604;15.800;126.040;158.000
02.03.2016;12.873;13.130;12.616;11.500;;;0.0000;11.500;13.130;115.000;131.300
03.03.2016;12.887;13.145;12.629;12.000;;;;12.000;13.145;120.000;131.450
04.03.2016;12.768;13.023;12.513;;;;;12.513;13.023;125.130;130.230
05.03.2016;12.539;12.790;12.288;;13.364;0.0889;;12.288;13.364;122.880;133.640
06.03.2016;12.489;12.739;12.239;11.775;;;0.0000;11.775;12.739;117.750;127.390
07.03.2016;12.594;12.846;12.342;11.500;;;0.0000;11.500;12.846;115.000;128.460
08.03.2016;12.607;12.859;12.355;;;;;12.355;12.859;123.550;128.590
09.03.2016;12.598;12.850;12.346;11.750;;;;11.750;12.850;117.500;128.500
10.03.2016;12.591;12.843;12.339;12.100;;;;12.100;12.843;121.000;128.430
11.03.2016;12.466;12.715;12.217;11.525;;;;11.525;12.715;115.250;127.150
12.03.2016;12.423;12.671;12.175;11.825;;;;11.825;12.671;118.250;126.710
13.03.2016;12.458;12.707;12.209;;;;;12.209;12.707;122.090;127.070
14.03.2016;12.594;12.846;12.342;;;;;12.342;12.846;123.420;128.460
15.03.2016;12.643;12.896;12.390;11.600;13.239;0.0889;;11.600;13.239;116.000;132.390
16.03.2016;12.612;12.864;12.360;;;;;12.360;12.864;123.600;128.640
17.03.2016;12.235;12.480;11.990;11.100;;;0.0000;11.100;12.480;111.000;124.800
18.03.2016;12.363;12.610;12.116;11.875;0.0000;0.0000;0.0000;11.875;12.610;118.750;126.100
19.03.2016;12.429;12.678;12.180;11.975;0.0000;0.0000;0.0000;11.975;12.678;119.750;126.780
20.03.2016;12.406;12.654;12.158;0.0000;0.0000;0.0000;0.0000;12.158;12.654;121.580;126.540
21.03.2016;12.535;12.786;12.284;0.0000;0.0000;0.0000;0.0000;12.284;12.786;122.840;127.860
22.03.2016;12.265;12.510;12.020;0.0000;0.0000;0.0000;0.0000;12.020;12.510;120.200;125.100
23.03.2016;12.300;12.546;12.054;0.0000;0.0000;0.0000;0.0000;12.054;12.546;120.540;125.460
24.03.2016;12.260;12.505;12.015;0.0000;0.0000;0.0000;0.0000;12.015;12.505;120.150;125.050
25.03.2016;12.026;12.267;11.785;0.0000;13.364;0.0889;0.0000;11.785;13.364;117.850;133.640
26.03.2016;11.825;12.062;11.589;10.025;0.0000;0.0000;0.0000;10.025;12.062;100.250;120.620
27.03.2016;11.831;12.068;11.594;0.9100;0.0000;0.0000;0.0000;0.9100;12.068;91.000;120.680
28.03.2016;11.922;12.160;11.684;10.225;13.000;0.0000;0.0000;10.225;13.000;102.250;130.000
29.03.2016;12.223;12.467;11.979;0.0000;13.200;0.0000;0.0000;11.979;13.200;119.790;132.000
