Date;VTP index [Eurocent/kWh];VTP index incl. (+2%) [Eurocent/kWh];VTP index incl. (-2%) [Eurocent/kWh];Balancing energy price min. (incl. shipping costs) [Eurocent/kWh];Balancing energy price max. (incl. shipping costs) [Eurocent/kWh];Portion�of shipping costs purchasing [Eurocent/kWh];Portion�of shipping costs selling [Eurocent/kWh];Price for neg. compensation energy [Eurocent/kWh];Price for pos. compensation energy [Eurocent/kWh];Price for neg. compensation energy [Euro/MWh];Price for pos. compensation energy [Euro/MWh]
24.02.2017;18.463;18.832;18.094;0.0000;19.700;0.0000;0.0000;18.094;19.700;180.940;197.000
25.02.2017;18.105;18.467;17.743;0.0000;18.973;0.0973;0.0000;17.743;18.973;177.430;189.730
26.02.2017;18.122;18.484;17.760;0.0000;18.850;0.0000;0.0000;17.760;18.850;177.600;188.500
27.02.2017;17.915;18.273;17.557;15.892;18.750;0.0000;0.1158;15.892;18.750;158.920;187.500
28.02.2017;17.504;17.854;17.154;16.050;18.400;0.0000;0.0000;16.050;18.400;160.500;184.000
01.03.2017;17.577;17.929;17.225;0.0000;17.916;0.0741;0.0000;17.225;17.929;172.250;179.290
02.03.2017;17.184;17.528;16.840;;18.400;0.0741;;16.840;18.400;168.400;184.000
03.03.2017;17.325;17.672;16.979;;17.850;;;16.979;17.850;169.790;178.500
04.03.2017;16.741;17.076;16.406;15.279;17.400;;0.0847;15.279;17.400;152.790;174.000
05.03.2017;16.676;17.010;16.342;15.500;17.391;0.0741;;15.500;17.391;155.000;173.910
06.03.2017;17.061;17.402;16.720;;17.625;;;16.720;17.625;167.200;176.250
07.03.2017;17.038;17.379;16.697;16.025;18.100;0.0000;0.0000;16.025;18.100;160.250;181.000
08.03.2017;17.195;17.539;16.851;;18.016;0.0741;;16.851;18.016;168.510;180.160
09.03.2017;16.573;16.904;16.242;15.400;17.341;0.0741;0.0000;15.400;17.341;154.000;173.410
10.03.2017;16.527;16.858;16.196;;;;;16.196;16.858;161.960;168.580
11.03.2017;16.101;16.423;15.779;13.350;;;0.0000;13.350;16.423;133.500;164.230
12.03.2017;16.364;16.691;16.037;;16.566;0.0741;;16.037;16.691;160.370;166.910
13.03.2017;16.541;16.872;16.210;;;;;16.210;16.872;162.100;168.720
14.03.2017;16.186;16.510;15.862;;;;;15.862;16.510;158.620;165.100
15.03.2017;16.294;16.620;15.968;;;;;15.968;16.620;159.680;166.200
16.03.2017;16.321;16.647;15.995;13.175;;;;13.175;16.647;131.750;166.470
17.03.2017;16.129;16.452;15.806;;;;;15.806;16.452;158.060;164.520
18.03.2017;15.913;16.231;15.595;;16.750;;;15.595;16.750;155.950;167.500
19.03.2017;15.911;16.229;15.593;;16.975;0.0000;;15.593;16.975;155.930;169.750
20.03.2017;16.015;16.335;15.695;;16.691;0.0741;;15.695;16.691;156.950;166.910
21.03.2017;15.934;16.253;15.615;;16.400;;;15.615;16.400;156.150;164.000
22.03.2017;15.901;16.219;15.583;;16.375;;;15.583;16.375;155.830;163.750
23.03.2017;15.710;16.024;15.396;;;;;15.396;16.024;153.960;160.240
24.03.2017;15.732;16.047;15.417;;;;;15.417;16.047;154.170;160.470
25.03.2017;15.089;15.391;14.787;13.800;;;;13.800;15.391;138.000;153.910
26.03.2017;15.030;15.331;14.729;13.654;;;0.0847;13.654;15.331;136.540;153.310
27.03.2017;15.092;15.394;14.790;12.725;;;0.0000;12.725;15.394;127.250;153.940
28.03.2017;14.789;15.085;14.493;13.400;;;0.0000;13.400;15.085;134.000;150.850
29.03.2017;14.999;15.299;14.699;;;;;14.699;15.299;146.990;152.990
30.03.2017;15.328;15.635;15.021;14.225;;;;14.225;15.635;142.250;156.350
31.03.2017;15.373;15.680;15.066;;;;;15.066;15.680;150.660;156.800
01.04.2017;15.732;16.047;15.417;0.0000;0.0000;0.0000;0.0000;15.417;16.047;154.170;160.470
02.04.2017;15.729;16.044;15.414;0.0000;0.0000;0.0000;0.0000;15.414;16.044;154.140;160.440
03.04.2017;16.016;16.336;15.696;0.0000;0.0000;0.0000;0.0000;15.696;16.336;156.960;163.360
04.04.2017;16.208;16.532;15.884;0.0000;0.0000;0.0000;0.0000;15.884;16.532;158.840;165.320
05.04.2017;16.370;16.697;16.043;0.0000;0.0000;0.0000;0.0000;16.043;16.697;160.430;166.970
06.04.2017;16.469;16.798;16.140;0.0000;0.0000;0.0000;0.0000;16.140;16.798;161.400;167.980
07.04.2017;16.423;16.751;16.095;0.0000;0.0000;0.0000;0.0000;16.095;16.751;160.950;167.510
08.04.2017;16.062;16.383;15.741;13.950;16.780;0.0680;0.0000;13.950;16.780;139.500;167.800
09.04.2017;16.076;16.398;15.754;0.0000;0.0000;0.0000;0.0000;15.754;16.398;157.540;163.980
10.04.2017;15.879;16.197;15.561;14.000;0.0000;0.0000;0.0000;14.000;16.197;140.000;161.970
11.04.2017;16.005;16.325;15.685;0.0000;17.155;0.0680;0.0000;15.685;17.155;156.850;171.550
12.04.2017;15.868;16.185;15.551;0.0000;16.580;0.0680;0.0000;15.551;16.580;155.510;165.800
13.04.2017;15.976;16.296;15.656;0.0000;16.730;0.0680;0.0000;15.656;16.730;156.560;167.300
14.04.2017;15.933;16.252;15.614;15.029;16.775;0.0000;0.0847;15.029;16.775;150.290;167.750
15.04.2017;15.918;16.236;15.600;0.0000;16.475;0.0000;0.0000;15.600;16.475;156.000;164.750
16.04.2017;15.890;16.208;15.572;15.300;0.0000;0.0000;0.0000;15.300;16.208;153.000;162.080
17.04.2017;15.906;16.224;15.588;14.750;0.0000;0.0000;0.0000;14.750;16.224;147.500;162.240
18.04.2017;16.186;16.510;15.862;15.300;0.0000;0.0000;0.0000;15.300;16.510;153.000;165.100
19.04.2017;16.473;16.802;16.144;15.000;0.0000;0.0000;0.0000;15.000;16.802;150.000;168.020
20.04.2017;16.834;17.171;16.497;15.175;0.0000;0.0000;0.0000;15.175;17.171;151.750;171.710
21.04.2017;16.183;16.507;15.859;14.450;0.0000;0.0000;0.0000;14.450;16.507;144.500;165.070
22.04.2017;16.519;16.849;16.189;15.250;0.0000;0.0000;0.0000;15.250;16.849;152.500;168.490
23.04.2017;16.522;16.852;16.192;15.400;0.0000;0.0000;0.0000;15.400;16.852;154.000;168.520
24.04.2017;16.551;16.882;16.220;15.575;0.0000;0.0000;0.0000;15.575;16.882;155.750;168.820
25.04.2017;16.651;16.984;16.318;15.050;0.0000;0.0000;0.0000;15.050;16.984;150.500;169.840
26.04.2017;16.500;16.830;16.170;15.025;0.0000;0.0000;0.0000;15.025;16.830;150.250;168.300
27.04.2017;16.460;16.789;16.131;14.050;0.0000;0.0000;0.0000;14.050;16.789;140.500;167.890
28.04.2017;16.591;16.923;16.259;14.600;0.0000;0.0000;0.0000;14.600;16.923;146.000;169.230
29.04.2017;16.361;16.688;16.034;13.700;0.0000;0.0000;0.0000;13.700;16.688;137.000;166.880
30.04.2017;15.984;16.304;15.664;12.025;0.0000;0.0000;0.0000;12.025;16.304;120.250;163.040
01.05.2017;16.529;16.860;16.198;15.600;0.0000;0.0000;0.0000;15.600;16.860;156.000;168.600
02.05.2017;16.680;17.014;16.346;15.800;;;;15.800;17.014;158.000;170.140
03.05.2017;16.933;17.272;16.594;;;;;16.594;17.272;165.940;172.720
04.05.2017;16.902;17.240;16.564;15.709;;;0.0691;15.709;17.240;157.090;172.400
05.05.2017;16.520;16.850;16.190;;;;;16.190;16.850;161.900;168.500
06.05.2017;16.192;16.516;15.868;;16.950;;;15.868;16.950;158.680;169.500
07.05.2017;16.075;16.397;15.754;14.825;;;0.0000;14.825;16.397;148.250;163.970
08.05.2017;16.270;16.595;15.945;;;;;15.945;16.595;159.450;165.950
09.05.2017;16.166;16.489;15.843;14.850;;;;14.850;16.489;148.500;164.890
10.05.2017;16.265;16.590;15.940;15.000;;;;15.000;16.590;150.000;165.900
11.05.2017;16.070;16.391;15.749;14.400;;;0.0000;14.400;16.391;144.000;163.910
12.05.2017;15.471;15.780;15.162;13.500;;;0.0000;13.500;15.780;135.000;157.800
13.05.2017;15.314;15.620;15.008;13.800;;;;13.800;15.620;138.000;156.200
14.05.2017;15.114;15.416;14.812;14.050;;;;14.050;15.416;140.500;154.160
15.05.2017;15.440;15.749;15.131;14.025;;;;14.025;15.749;140.250;157.490
16.05.2017;15.706;16.020;15.392;;;;;15.392;16.020;153.920;160.200
17.05.2017;15.392;15.700;15.084;0.8000;;;0.0000;0.8000;15.700;80.000;157.000
18.05.2017;15.452;15.761;15.143;11.100;;;0.0000;11.100;15.761;111.000;157.610
19.05.2017;15.762;16.077;15.447;14.100;;;;14.100;16.077;141.000;160.770
20.05.2017;15.705;16.019;15.391;14.825;;;;14.825;16.019;148.250;160.190
21.05.2017;15.704;16.018;15.390;;;;;15.390;16.018;153.900;160.180
22.05.2017;15.701;16.015;15.387;;;;;15.387;16.015;153.870;160.150
23.05.2017;15.542;15.853;15.231;14.250;;;;14.250;15.853;142.500;158.530
24.05.2017;15.657;15.970;15.344;14.900;;;;14.900;15.970;149.000;159.700
25.05.2017;15.594;15.906;15.282;14.300;;;0.0000;14.300;15.906;143.000;159.060
26.05.2017;15.286;15.592;14.980;14.000;;;0.0000;14.000;15.592;140.000;155.920
27.05.2017;15.123;15.425;14.821;14.050;;;0.0000;14.050;15.425;140.500;154.250
28.05.2017;15.279;15.585;14.973;14.275;;;;14.275;15.585;142.750;155.850
29.05.2017;15.557;15.868;15.246;14.750;;;;14.750;15.868;147.500;158.680
30.05.2017;15.703;16.017;15.389;;;;;15.389;16.017;153.890;160.170
31.05.2017;15.824;16.140;15.508;;;;;15.508;16.140;155.080;161.400
01.06.2017;15.584;15.896;15.272;0.0000;0.0000;0.0000;0.0000;15.272;15.896;152.720;158.960
02.06.2017;15.409;15.717;15.101;0.0000;0.0000;0.0000;0.0000;15.101;15.717;151.010;157.170
03.06.2017;15.102;15.404;14.800;0.0000;0.0000;0.0000;0.0000;14.800;15.404;148.000;154.040
04.06.2017;15.103;15.405;14.801;0.0000;0.0000;0.0000;0.0000;14.801;15.405;148.010;154.050
05.06.2017;15.114;15.416;14.812;14.300;0.0000;0.0000;0.0000;14.300;15.416;143.000;154.160
06.06.2017;15.293;15.599;14.987;0.0000;0.0000;0.0000;0.0000;14.987;15.599;149.870;155.990
07.06.2017;15.246;15.551;14.941;0.0000;0.0000;0.0000;0.0000;14.941;15.551;149.410;155.510
08.06.2017;15.296;15.602;14.990;0.0000;0.0000;0.0000;0.0000;14.990;15.602;149.900;156.020
09.06.2017;15.349;15.656;15.042;14.475;0.0000;0.0000;0.0000;14.475;15.656;144.750;156.560
10.06.2017;15.317;15.623;15.011;0.0000;0.0000;0.0000;0.0000;15.011;15.623;150.110;156.230
11.06.2017;15.302;15.608;14.996;0.0000;0.0000;0.0000;0.0000;14.996;15.608;149.960;156.080
12.06.2017;15.326;15.633;15.019;0.0000;0.0000;0.0000;0.0000;15.019;15.633;150.190;156.330
13.06.2017;15.140;15.443;14.837;14.000;0.0000;0.0000;0.0000;14.000;15.443;140.000;154.430
14.06.2017;15.075;15.377;14.774;14.000;0.0000;0.0000;0.0000;14.000;15.377;140.000;153.770
15.06.2017;15.073;15.374;14.772;0.0000;0.0000;0.0000;0.0000;14.772;15.374;147.720;153.740
16.06.2017;14.953;15.252;14.654;0.0000;0.0000;0.0000;0.0000;14.654;15.252;146.540;152.520
17.06.2017;14.977;15.277;14.677;0.0000;0.0000;0.0000;0.0000;14.677;15.277;146.770;152.770
18.06.2017;14.972;15.271;14.673;0.0000;0.0000;0.0000;0.0000;14.673;15.271;146.730;152.710
19.06.2017;15.003;15.303;14.703;0.0000;0.0000;0.0000;0.0000;14.703;15.303;147.030;153.030
20.06.2017;15.083;15.385;14.781;14.350;0.0000;0.0000;0.0000;14.350;15.385;143.500;153.850
21.06.2017;15.099;15.401;14.797;0.0000;0.0000;0.0000;0.0000;14.797;15.401;147.970;154.010
22.06.2017;15.070;15.371;14.769;14.050;0.0000;0.0000;0.0000;14.050;15.371;140.500;153.710
23.06.2017;14.816;15.112;14.520;13.500;0.0000;0.0000;0.0000;13.500;15.112;135.000;151.120
24.06.2017;14.824;15.120;14.528;0.0000;0.0000;0.0000;0.0000;14.528;15.120;145.280;151.200
25.06.2017;14.829;15.126;14.532;0.0000;0.0000;0.0000;0.0000;14.532;15.126;145.320;151.260
26.06.2017;14.997;15.297;14.697;0.0000;0.0000;0.0000;0.0000;14.697;15.297;146.970;152.970
27.06.2017;15.045;15.346;14.744;14.050;0.0000;0.0000;0.0000;14.050;15.346;140.500;153.460
28.06.2017;15.169;15.472;14.866;0.0000;0.0000;0.0000;0.0000;14.866;15.472;148.660;154.720
29.06.2017;15.277;15.583;14.971;0.0000;0.0000;0.0000;0.0000;14.971;15.583;149.710;155.830
30.06.2017;15.345;15.652;15.038;0.0000;0.0000;0.0000;0.0000;15.038;15.652;150.380;156.520
01.07.2017;15.145;15.448;14.842;;;;;14.842;15.448;148.420;154.480
02.07.2017;15.161;15.464;14.858;;;;;14.858;15.464;148.580;154.640
03.07.2017;15.241;15.546;14.936;;;;;14.936;15.546;149.360;155.460
04.07.2017;15.401;15.709;15.093;;;;;15.093;15.709;150.930;157.090
05.07.2017;15.460;15.769;15.151;;;;;15.151;15.769;151.510;157.690
06.07.2017;15.235;15.540;14.930;14.150;;;;14.150;15.540;141.500;155.400
07.07.2017;15.315;15.621;15.009;;;;;15.009;15.621;150.090;156.210
08.07.2017;15.187;15.491;14.883;;;;;14.883;15.491;148.830;154.910
09.07.2017;15.189;15.493;14.885;;;;;14.885;15.493;148.850;154.930
10.07.2017;15.254;15.559;14.949;;;;;14.949;15.559;149.490;155.590
11.07.2017;15.110;15.412;14.808;;;;;14.808;15.412;148.080;154.120
12.07.2017;14.952;15.251;14.653;;;;;14.653;15.251;146.530;152.510
13.07.2017;14.937;15.236;14.638;;;;;14.638;15.236;146.380;152.360
14.07.2017;14.938;15.237;14.639;;;;;14.639;15.237;146.390;152.370
15.07.2017;14.959;15.258;14.660;;;;;14.660;15.258;146.600;152.580
16.07.2017;14.676;14.970;14.382;13.250;;;0.0000;13.250;14.970;132.500;149.700
17.07.2017;14.838;15.135;14.541;13.600;;;;13.600;15.135;136.000;151.350
18.07.2017;15.031;15.332;14.730;14.275;;;;14.275;15.332;142.750;153.320
19.07.2017;15.042;15.343;14.741;13.000;;;;13.000;15.343;130.000;153.430
20.07.2017;15.062;15.363;14.761;;;;;14.761;15.363;147.610;153.630
21.07.2017;15.212;15.516;14.908;;;;;14.908;15.516;149.080;155.160
22.07.2017;15.081;15.383;14.779;;;;;14.779;15.383;147.790;153.830
23.07.2017;14.918;15.216;14.620;13.675;;;;13.675;15.216;136.750;152.160
24.07.2017;14.990;15.290;14.690;13.975;;;;13.975;15.290;139.750;152.900
25.07.2017;14.997;15.297;14.697;;;;;14.697;15.297;146.970;152.970
26.07.2017;15.026;15.327;14.725;;;;;14.725;15.327;147.250;153.270
27.07.2017;15.266;15.571;14.961;;;;;14.961;15.571;149.610;155.710
28.07.2017;15.273;15.578;14.968;;;;;14.968;15.578;149.680;155.780
29.07.2017;15.045;15.346;14.744;14.150;;;0.0000;14.150;15.346;141.500;153.460
30.07.2017;14.683;14.977;14.389;12.175;;;0.0000;12.175;14.977;121.750;149.770
31.07.2017;15.096;15.398;14.794;;;;;14.794;15.398;147.940;153.980
01.08.2017;15.129;15.432;14.826;0.0000;0.0000;0.0000;0.0000;14.826;15.432;148.260;154.320
02.08.2017;14.880;15.178;14.582;0.0000;0.0000;0.0000;0.0000;14.582;15.178;145.820;151.780
03.08.2017;14.951;15.250;14.652;0.0000;0.0000;0.0000;0.0000;14.652;15.250;146.520;152.500
04.08.2017;15.064;15.365;14.763;0.0000;15.954;0.0554;0.0000;14.763;15.954;147.630;159.540
05.08.2017;15.159;15.462;14.856;0.0000;0.0000;0.0000;0.0000;14.856;15.462;148.560;154.620
06.08.2017;15.177;15.481;14.873;0.0000;0.0000;0.0000;0.0000;14.873;15.481;148.730;154.810
07.08.2017;15.246;15.551;14.941;0.0000;0.0000;0.0000;0.0000;14.941;15.551;149.410;155.510
08.08.2017;15.475;15.785;15.166;0.0000;0.0000;0.0000;0.0000;15.166;15.785;151.660;157.850
09.08.2017;15.453;15.762;15.144;0.0000;0.0000;0.0000;0.0000;15.144;15.762;151.440;157.620
10.08.2017;15.771;16.086;15.456;0.0000;0.0000;0.0000;0.0000;15.456;16.086;154.560;160.860
11.08.2017;16.075;16.397;15.754;0.0000;0.0000;0.0000;0.0000;15.754;16.397;157.540;163.970
12.08.2017;16.049;16.370;15.728;0.0000;0.0000;0.0000;0.0000;15.728;16.370;157.280;163.700
13.08.2017;16.011;16.331;15.691;0.0000;0.0000;0.0000;0.0000;15.691;16.331;156.910;163.310
14.08.2017;16.045;16.366;15.724;0.0000;0.0000;0.0000;0.0000;15.724;16.366;157.240;163.660
15.08.2017;16.022;16.342;15.702;0.0000;0.0000;0.0000;0.0000;15.702;16.342;157.020;163.420
16.08.2017;15.889;16.207;15.571;0.0000;0.0000;0.0000;0.0000;15.571;16.207;155.710;162.070
17.08.2017;15.886;16.204;15.568;14.000;0.0000;0.0000;0.0000;14.000;16.204;140.000;162.040
18.08.2017;16.220;16.544;15.896;0.0000;0.0000;0.0000;0.0000;15.896;16.544;158.960;165.440
19.08.2017;16.158;16.481;15.835;0.0000;0.0000;0.0000;0.0000;15.835;16.481;158.350;164.810
20.08.2017;16.113;16.435;15.791;15.200;0.0000;0.0000;0.0000;15.200;16.435;152.000;164.350
21.08.2017;16.255;16.580;15.930;0.0000;0.0000;0.0000;0.0000;15.930;16.580;159.300;165.800
22.08.2017;16.340;16.667;16.013;0.0000;0.0000;0.0000;0.0000;16.013;16.667;160.130;166.670
23.08.2017;16.117;16.439;15.795;0.0000;0.0000;0.0000;0.0000;15.795;16.439;157.950;164.390
24.08.2017;16.305;16.631;15.979;0.0000;0.0000;0.0000;0.0000;15.979;16.631;159.790;166.310
25.08.2017;16.328;16.655;16.001;15.150;0.0000;0.0000;0.0000;15.150;16.655;151.500;166.550
26.08.2017;16.180;16.504;15.856;14.650;0.0000;0.0000;0.0000;14.650;16.504;146.500;165.040
27.08.2017;16.132;16.455;15.809;15.000;0.0000;0.0000;0.0000;15.000;16.455;150.000;164.550
28.08.2017;16.324;16.650;15.998;0.0000;0.0000;0.0000;0.0000;15.998;16.650;159.980;166.500
29.08.2017;16.273;16.598;15.948;0.0000;0.0000;0.0000;0.0000;15.948;16.598;159.480;165.980
30.08.2017;16.339;16.666;16.012;0.0000;0.0000;0.0000;0.0000;16.012;16.666;160.120;166.660
31.08.2017;16.569;16.900;16.238;0.0000;0.0000;0.0000;0.0000;16.238;16.900;162.380;169.000
01.09.2017;16.408;16.736;16.080;0.0000;0.0000;0.0000;0.0000;16.080;16.736;160.800;167.360
02.09.2017;16.333;16.660;16.006;;;;;16.006;16.660;160.060;166.600
03.09.2017;16.132;16.455;15.809;14.500;;;0.0000;14.500;16.455;145.000;164.550
04.09.2017;16.457;16.786;16.128;;;;;16.128;16.786;161.280;167.860
05.09.2017;16.424;16.752;16.096;;;;;16.096;16.752;160.960;167.520
06.09.2017;16.683;17.017;16.349;;;;;16.349;17.017;163.490;170.170
07.09.2017;16.768;17.103;16.433;16.046;;;0.0654;16.046;17.103;160.460;171.030
08.09.2017;16.732;17.067;16.397;;;;;16.397;17.067;163.970;170.670
09.09.2017;16.615;16.947;16.283;;;;;16.283;16.947;162.830;169.470
10.09.2017;16.630;16.963;16.297;;;;;16.297;16.963;162.970;169.630
11.09.2017;16.878;17.216;16.540;;;;;16.540;17.216;165.400;172.160
12.09.2017;17.287;17.633;16.941;;;;;16.941;17.633;169.410;176.330
13.09.2017;17.327;17.674;16.980;;;;;16.980;17.674;169.800;176.740
14.09.2017;17.626;17.979;17.273;;;;;17.273;17.979;172.730;179.790
15.09.2017;18.005;18.365;17.645;;18.979;0.0554;;17.645;18.979;176.450;189.790
16.09.2017;17.604;17.956;17.252;;;;;17.252;17.956;172.520;179.560
17.09.2017;17.596;17.948;17.244;;;;;17.244;17.948;172.440;179.480
18.09.2017;17.777;18.133;17.421;;18.404;0.0554;;17.421;18.404;174.210;184.040
19.09.2017;17.704;18.058;17.350;;;;;17.350;18.058;173.500;180.580
20.09.2017;17.633;17.986;17.280;;;;;17.280;17.986;172.800;179.860
21.09.2017;17.412;17.760;17.064;;;;;17.064;17.760;170.640;177.600
22.09.2017;16.889;17.227;16.551;;;;;16.551;17.227;165.510;172.270
23.09.2017;16.640;16.973;16.307;;;;;16.307;16.973;163.070;169.730
24.09.2017;16.641;16.974;16.308;;;;;16.308;16.974;163.080;169.740
25.09.2017;16.794;17.130;16.458;;;;;16.458;17.130;164.580;171.300
26.09.2017;17.326;17.673;16.979;;;;;16.979;17.673;169.790;176.730
27.09.2017;17.635;17.988;17.282;;;;;17.282;17.988;172.820;179.880
28.09.2017;17.455;17.804;17.106;;;;;17.106;17.804;171.060;178.040
29.09.2017;17.634;17.987;17.281;;;;;17.281;17.987;172.810;179.870
30.09.2017;16.716;17.050;16.382;;16.629;0.0554;;16.382;17.050;163.820;170.500
01.10.2017;16.688;17.022;16.354;0.0000;17.502;0.0727;0.0000;16.354;17.502;163.540;175.020
02.10.2017;16.699;17.033;16.365;0.0000;0.0000;0.0000;0.0000;16.365;17.033;163.650;170.330
03.10.2017;16.879;17.217;16.541;0.0000;17.677;0.0727;0.0000;16.541;17.677;165.410;176.770
04.10.2017;17.170;17.513;16.827;0.0000;0.0000;0.0000;0.0000;16.827;17.513;168.270;175.130
05.10.2017;17.779;18.135;17.423;0.0000;19.875;0.0000;0.0000;17.423;19.875;174.230;198.750
06.10.2017;17.962;18.321;17.603;0.0000;19.007;0.1182;0.0000;17.603;19.007;176.030;190.070
07.10.2017;17.939;18.298;17.580;0.0000;18.850;0.0000;0.0000;17.580;18.850;175.800;188.500
08.10.2017;17.837;18.194;17.480;0.0000;18.800;0.0000;0.0000;17.480;18.800;174.800;188.000
09.10.2017;18.133;18.496;17.770;0.0000;19.425;0.0000;0.0000;17.770;19.425;177.700;194.250
10.10.2017;18.359;18.726;17.992;0.0000;19.000;0.0000;0.0000;17.992;19.000;179.920;190.000
11.10.2017;18.057;18.418;17.696;0.0000;18.675;0.0000;0.0000;17.696;18.675;176.960;186.750
12.10.2017;17.538;17.889;17.187;0.0000;18.327;0.0727;0.0000;17.187;18.327;171.870;183.270
13.10.2017;17.161;17.504;16.818;0.0000;17.954;0.0604;0.0000;16.818;17.954;168.180;179.540
14.10.2017;16.832;17.169;16.495;0.0000;17.400;0.0000;0.0000;16.495;17.400;164.950;174.000
15.10.2017;16.735;17.070;16.400;0.0000;0.0000;0.0000;0.0000;16.400;17.070;164.000;170.700
16.10.2017;16.644;16.977;16.311;0.0000;0.0000;0.0000;0.0000;16.311;16.977;163.110;169.770
17.10.2017;16.719;17.053;16.385;0.0000;0.0000;0.0000;0.0000;16.385;17.053;163.850;170.530
18.10.2017;16.843;17.180;16.506;0.0000;17.677;0.0727;0.0000;16.506;17.677;165.060;176.770
19.10.2017;17.201;17.545;16.857;0.0000;18.102;0.0727;0.0000;16.857;18.102;168.570;181.020
20.10.2017;17.009;17.349;16.669;0.0000;18.027;0.0727;0.0000;16.669;18.027;166.690;180.270
21.10.2017;16.710;17.044;16.376;0.0000;17.425;0.0000;0.0000;16.376;17.425;163.760;174.250
22.10.2017;16.755;17.090;16.420;0.0000;18.225;0.0000;0.0000;16.420;18.225;164.200;182.250
23.10.2017;17.588;17.940;17.236;0.0000;25.000;0.0000;0.0000;17.236;25.000;172.360;250.000
24.10.2017;17.194;17.538;16.850;0.0000;17.975;0.0000;0.0000;16.850;17.975;168.500;179.750
25.10.2017;17.004;17.344;16.664;0.0000;17.185;0.0585;0.0000;16.664;17.344;166.640;173.440
26.10.2017;17.465;17.814;17.116;0.0000;18.086;0.1011;0.0000;17.116;18.086;171.160;180.860
27.10.2017;17.271;17.616;16.926;0.0000;18.000;0.0000;0.0000;16.926;18.000;169.260;180.000
28.10.2017;17.170;17.513;16.827;0.0000;18.300;0.0000;0.0000;16.827;18.300;168.270;183.000
29.10.2017;17.209;17.553;16.865;0.0000;18.150;0.0000;0.0000;16.865;18.150;168.650;181.500
30.10.2017;17.602;17.954;17.250;0.0000;18.425;0.0000;0.0000;17.250;18.425;172.500;184.250
31.10.2017;18.043;18.404;17.682;0.0000;18.823;0.0798;0.0000;17.682;18.823;176.820;188.230
01.11.2017;18.024;18.384;17.664;0.0000;18.900;0.0000;0.0000;17.664;18.900;176.640;189.000
02.11.2017;18.373;18.740;18.006;0.0000;19.175;0.0000;0.0000;18.006;19.175;180.060;191.750
03.11.2017;18.231;18.596;17.866;0.0000;18.825;0.0000;0.0000;17.866;18.825;178.660;188.250
04.11.2017;17.944;18.303;17.585;0.0000;19.000;0.0000;0.0000;17.585;19.000;175.850;190.000
05.11.2017;18.001;18.361;17.641;17.227;18.750;0.0000;0.0573;17.227;18.750;172.270;187.500
06.11.2017;18.621;18.993;18.249;0.0000;20.837;0.1437;0.0000;18.249;20.837;182.490;208.370
07.11.2017;19.073;19.454;18.692;0.0000;20.364;0.0889;0.0000;18.692;20.364;186.920;203.640
08.11.2017;19.188;19.572;18.804;0.0000;19.850;0.0000;0.0000;18.804;19.850;188.040;198.500
09.11.2017;19.164;19.547;18.781;0.0000;0.0000;0.0000;0.0000;18.781;19.547;187.810;195.470
10.11.2017;19.288;19.674;18.902;0.0000;19.800;0.0000;0.0000;18.902;19.800;189.020;198.000
11.11.2017;19.771;20.166;19.376;0.0000;21.620;0.1620;0.0000;19.376;21.620;193.760;216.200
12.11.2017;19.664;20.057;19.271;0.0000;20.700;0.0000;0.0000;19.271;20.700;192.710;207.000
13.11.2017;19.662;20.055;19.269;0.0000;20.650;0.0000;0.0000;19.269;20.650;192.690;206.500
14.11.2017;19.732;20.127;19.337;0.0000;20.675;0.0000;0.0000;19.337;20.675;193.370;206.750
15.11.2017;19.157;19.540;18.774;18.175;0.0000;0.0000;0.0000;18.175;19.540;181.750;195.400
16.11.2017;18.838;19.215;18.461;0.0000;0.0000;0.0000;0.0000;18.461;19.215;184.610;192.150
17.11.2017;19.359;19.746;18.972;0.0000;20.000;0.0000;0.0000;18.972;20.000;189.720;200.000
18.11.2017;19.057;19.438;18.676;0.0000;19.725;0.0000;0.0000;18.676;19.725;186.760;197.250
19.11.2017;19.137;19.520;18.754;0.0000;20.050;0.0000;0.0000;18.754;20.050;187.540;200.500
20.11.2017;19.278;19.664;18.892;0.0000;20.775;0.0000;0.0000;18.892;20.775;188.920;207.750
21.11.2017;19.457;19.846;19.068;0.0000;20.814;0.1089;0.0000;19.068;20.814;190.680;208.140
22.11.2017;19.695;20.089;19.301;0.0000;20.300;0.0000;0.0000;19.301;20.300;193.010;203.000
23.11.2017;19.826;20.223;19.429;0.0000;21.500;0.0000;0.0000;19.429;21.500;194.290;215.000
24.11.2017;20.137;20.540;19.734;0.0000;21.072;0.0697;0.0000;19.734;21.072;197.340;210.720
25.11.2017;20.585;20.997;20.173;0.0000;21.425;0.0000;0.0000;20.173;21.425;201.730;214.250
26.11.2017;20.524;20.934;20.114;0.0000;22.237;0.1437;0.0000;20.114;22.237;201.140;222.370
27.11.2017;20.699;21.113;20.285;0.0000;21.900;0.0000;0.0000;20.285;21.900;202.850;219.000
28.11.2017;20.634;21.047;20.221;0.0000;21.050;0.0000;0.0000;20.221;21.050;202.210;210.500
29.11.2017;20.421;20.829;20.013;0.0000;22.725;0.0000;0.0000;20.013;22.725;200.130;227.250
30.11.2017;20.576;20.988;20.164;0.0000;21.750;0.0000;0.0000;20.164;21.750;201.640;217.500
